unit_code,organization_id,blood_group,component_type,collection_date,expiry_date,status,quality_testing_status,storage_location,source_donation_id
BU-F130166F,HOSP_C,O_POSITIVE,PLASMA,2024-06-06,2025-06-06,QUARANTINED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00779
BU-F7858C89,BB_B,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,PASSED,Fridge-1,DON_00470
BU-1C85DA9B,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-02,2025-01-06,EXPIRED,PASSED,Shelf-C1,DON_00336
BU-2C70D113,BB_B,B_POSITIVE,RBC,2024-12-27,2025-02-07,RECEIVED,PENDING,Platelet-Agitator-1,DON_00151
BU-4E18AB8E,HOSP_E,O_POSITIVE,RBC,2024-11-25,2025-01-06,DISPATCHED,PASSED,Shelf-C1,DON_00051
BU-B973FF51,HOSP_E,A_POSITIVE,RBC,2024-12-09,2025-01-20,USED,PASSED,Fridge-3,DON_00006
BU-AF81C259,BB_B,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,USED,FAILED,Shelf-A1,DON_00727
BU-41965EFB,HOSP_A,O_NEGATIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,AVAILABLE,PASSED,Shelf-A2,DON_00228
BU-86BC5E39,HOSP_E,B_POSITIVE,RBC,2024-11-26,2025-01-07,USED,PASSED,Shelf-B1,DON_00734
BU-A2B0B971,HOSP_E,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,EXPIRED,PENDING,Shelf-A1,DON_00584
BU-D8967E4C,HOSP_C,O_POSITIVE,RBC,2024-11-28,2025-01-09,QUARANTINED,REVIEW_REQUIRED,Fridge-3,DON_00553
BU-16EA3E0F,BB_B,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,RECEIVED,PASSED,Shelf-C1,DON_00142
BU-9CBF6B00,HOSP_C,B_POSITIVE,PLATELETS,2024-12-31,2025-01-05,DISPATCHED,PASSED,Platelet-Agitator-1,DON_00051
BU-381B7BE3,BB_A,AB_POSITIVE,RBC,2024-12-23,2025-02-03,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00015
BU-3CFA7555,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,DISPATCHED,PASSED,Shelf-A1,DON_00232
BU-A48C4EB0,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-21,2025-01-25,USED,PASSED,Fridge-1,DON_00496
BU-75B3F7AD,BB_A,A_POSITIVE,RBC,2024-11-24,2025-01-05,EXPIRED,PENDING,Shelf-B2,DON_00552
BU-8DBFDCC3,HOSP_B,O_NEGATIVE,PLASMA,2024-10-08,2025-10-08,AVAILABLE,PASSED,Shelf-A1,DON_00120
BU-80B32128,HOSP_E,B_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PENDING,Shelf-A1,DON_00372
BU-029A2671,HOSP_B,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,EXPIRED,PASSED,Shelf-A1,DON_00166
BU-BCCD0791,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-30,2025-02-03,RECEIVED,PASSED,Fridge-3,DON_00028
BU-40EBE65D,HOSP_B,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,DISPATCHED,PASSED,Fridge-3,DON_00115
BU-A4C6FB14,HOSP_E,B_POSITIVE,WHOLE_BLOOD,2024-12-01,2025-01-05,RESERVED,REVIEW_REQUIRED,Shelf-A2,DON_00229
BU-4F3C3A08,HOSP_C,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,EXPIRED,PASSED,Shelf-B1,DON_00739
BU-81E9D795,HOSP_D,B_POSITIVE,PLASMA,2024-09-13,2025-09-13,USED,PASSED,Shelf-B2,DON_00717
BU-A7E709A2,HOSP_D,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-C1,DON_00066
BU-4198069D,HOSP_E,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,RESERVED,FAILED,Fridge-2,DON_00028
BU-E2A8F0D6,HOSP_A,AB_POSITIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PASSED,Fridge-2,DON_00773
BU-5FC13A28,HOSP_B,A_POSITIVE,RBC,2024-11-19,2024-12-31,AVAILABLE,FAILED,Fridge-1,DON_00391
BU-35BAB853,HOSP_D,O_POSITIVE,RBC,2024-11-28,2025-01-09,QUARANTINED,REVIEW_REQUIRED,Shelf-B2,DON_00117
BU-62CEEB64,HOSP_A,A_POSITIVE,RBC,2024-12-17,2025-01-28,DISPATCHED,PASSED,Shelf-B1,DON_00123
BU-72F117E6,BB_B,O_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,DISPATCHED,PASSED,Shelf-C1,DON_00669
BU-C7EAD0D0,HOSP_D,O_NEGATIVE,WHOLE_BLOOD,2024-12-21,2025-01-25,DISPATCHED,PASSED,Fridge-1,DON_00041
BU-C97FB626,HOSP_D,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,RECEIVED,PASSED,Fridge-2,DON_00248
BU-3534E2A1,BB_A,B_POSITIVE,PLATELETS,2024-12-27,2025-01-01,RESERVED,REVIEW_REQUIRED,Shelf-A1,DON_00780
BU-545EF163,HOSP_B,A_POSITIVE,RBC,2024-11-27,2025-01-08,AVAILABLE,PASSED,Shelf-A2,DON_00493
BU-B58B51D8,BB_A,A_POSITIVE,RBC,2024-12-19,2025-01-30,DISPATCHED,PASSED,Shelf-A2,DON_00528
BU-8182FA8B,BB_B,AB_POSITIVE,RBC,2024-12-20,2025-01-31,USED,PASSED,Shelf-C1,DON_00759
BU-C2E933B0,HOSP_A,AB_NEGATIVE,PLASMA,2024-07-30,2025-07-30,AVAILABLE,PASSED,Fridge-3,DON_00498
BU-4A97BB64,HOSP_A,O_POSITIVE,PLASMA,2024-04-16,2025-04-16,EXPIRED,PASSED,Shelf-A2,DON_00491
BU-4EC1A4B4,HOSP_D,A_POSITIVE,PLASMA,2024-08-10,2025-08-10,QUARANTINED,FAILED,Fridge-1,DON_00091
BU-B53163F0,HOSP_D,O_POSITIVE,RBC,2024-12-09,2025-01-20,DISPATCHED,PENDING,Platelet-Agitator-1,DON_00528
BU-E6CF73F5,HOSP_B,A_POSITIVE,RBC,2024-12-27,2025-02-07,AVAILABLE,PASSED,Shelf-A2,DON_00130
BU-28FF2198,HOSP_D,A_POSITIVE,PLASMA,2024-09-11,2025-09-11,USED,PASSED,Fridge-2,DON_00709
BU-978389C6,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-11,2025-01-15,AVAILABLE,PASSED,Shelf-A2,DON_00400
BU-626C473F,BB_B,B_POSITIVE,WHOLE_BLOOD,2024-12-25,2025-01-29,AVAILABLE,REVIEW_REQUIRED,Shelf-B1,DON_00200
BU-D8EAD256,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,QUARANTINED,FAILED,Fridge-3,DON_00186
BU-AECE7EF8,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-01,2025-01-05,AVAILABLE,FAILED,Fridge-3,DON_00765
BU-963FFCD0,BB_B,A_NEGATIVE,RBC,2024-12-05,2025-01-16,AVAILABLE,PENDING,Shelf-A2,DON_00735
BU-4CEA12A1,BB_B,AB_POSITIVE,PLASMA,2024-06-03,2025-06-03,AVAILABLE,FAILED,Fridge-3,DON_00379
BU-E779D0D9,BB_A,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,RECEIVED,PASSED,Shelf-C1,DON_00271
BU-44672179,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,EXPIRED,PASSED,Shelf-C1,DON_00765
BU-7F53D26D,HOSP_E,O_POSITIVE,PLASMA,2024-02-26,2025-02-25,AVAILABLE,REVIEW_REQUIRED,Shelf-A1,DON_00286
BU-F124F3F9,HOSP_C,A_POSITIVE,WHOLE_BLOOD,2024-12-13,2025-01-17,RESERVED,PASSED,Shelf-B2,DON_00007
BU-66586856,BB_B,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PENDING,Fridge-3,DON_00417
BU-61B6AA1E,HOSP_B,A_POSITIVE,RBC,2024-11-27,2025-01-08,RECEIVED,PASSED,Shelf-B1,DON_00653
BU-53AB84ED,HOSP_E,A_POSITIVE,PLASMA,2024-11-04,2025-11-04,AVAILABLE,PASSED,Shelf-A1,DON_00391
BU-F2704069,HOSP_A,A_POSITIVE,RBC,2024-12-01,2025-01-12,USED,PASSED,Fridge-3,DON_00506
BU-8865BAB6,HOSP_D,AB_POSITIVE,WHOLE_BLOOD,2024-12-07,2025-01-11,RESERVED,PASSED,Platelet-Agitator-1,DON_00516
BU-770B3E17,HOSP_D,B_POSITIVE,PLASMA,2024-10-04,2025-10-04,EXPIRED,PASSED,Fridge-3,DON_00576
BU-D9B59AEC,HOSP_C,O_POSITIVE,RBC,2024-11-24,2025-01-05,RECEIVED,PASSED,Fridge-2,DON_00358
BU-D56F4576,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-22,2025-01-26,RESERVED,PENDING,Fridge-2,DON_00014
BU-851AC81F,BB_A,O_POSITIVE,RBC,2024-12-12,2025-01-23,EXPIRED,REVIEW_REQUIRED,Shelf-C1,DON_00336
BU-94979AF9,HOSP_E,O_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PASSED,Fridge-1,DON_00130
BU-1C0B7F3B,HOSP_E,O_POSITIVE,PLASMA,2024-04-14,2025-04-14,RECEIVED,FAILED,Shelf-A1,DON_00156
BU-5B2DBEE9,BB_B,O_POSITIVE,RBC,2024-12-23,2025-02-03,USED,PASSED,Shelf-C1,DON_00268
BU-7FD256E1,HOSP_B,O_NEGATIVE,PLASMA,2024-01-14,2025-01-13,EXPIRED,PASSED,Shelf-C1,DON_00385
BU-C0B2B2CF,BB_B,A_NEGATIVE,WHOLE_BLOOD,2024-12-19,2025-01-23,AVAILABLE,PASSED,Fridge-1,DON_00328
BU-54E993A1,HOSP_E,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,USED,PASSED,Shelf-B2,DON_00442
BU-8F637C0D,HOSP_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Shelf-A1,DON_00762
BU-D6DA387E,HOSP_D,O_POSITIVE,PLASMA,2024-10-12,2025-10-12,EXPIRED,PASSED,Shelf-B1,DON_00152
BU-DE5D3931,HOSP_C,A_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-B2,DON_00543
BU-2D756276,HOSP_A,O_POSITIVE,RBC,2024-12-01,2025-01-12,AVAILABLE,PASSED,Fridge-2,DON_00328
BU-34875F64,HOSP_B,O_NEGATIVE,PLASMA,2024-08-12,2025-08-12,AVAILABLE,PASSED,Fridge-1,DON_00579
BU-F805A7ED,HOSP_D,A_POSITIVE,PLASMA,2024-06-05,2025-06-05,RESERVED,PASSED,Platelet-Agitator-1,DON_00097
BU-589CD63E,HOSP_C,A_NEGATIVE,PLASMA,2024-04-27,2025-04-27,QUARANTINED,REVIEW_REQUIRED,Shelf-A1,DON_00101
BU-F8E165B4,HOSP_D,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PENDING,Fridge-2,DON_00521
BU-5309BF91,HOSP_D,A_NEGATIVE,RBC,2024-12-11,2025-01-22,USED,PASSED,Shelf-B1,DON_00279
BU-DC782DF5,BB_A,B_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,USED,PASSED,Fridge-3,DON_00205
BU-CFB07BCB,HOSP_A,B_POSITIVE,WHOLE_BLOOD,2024-12-05,2025-01-09,AVAILABLE,PASSED,Fridge-3,DON_00176
BU-0AD60338,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-12-13,2025-01-17,RECEIVED,PASSED,Fridge-1,DON_00257
BU-EC438B60,HOSP_E,A_POSITIVE,PLASMA,2024-07-22,2025-07-22,DISPATCHED,PASSED,Shelf-B1,DON_00420
BU-60541047,HOSP_C,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,RESERVED,PASSED,Shelf-C1,DON_00267
BU-56E291AD,HOSP_C,O_POSITIVE,RBC,2024-12-23,2025-02-03,RECEIVED,PASSED,Fridge-2,DON_00127
BU-ACC485BE,BB_A,B_POSITIVE,RBC,2024-11-24,2025-01-05,RESERVED,PASSED,Fridge-1,DON_00775
BU-6DA68716,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-12-15,2025-01-19,AVAILABLE,PASSED,Fridge-1,DON_00080
BU-07284F9E,HOSP_C,O_NEGATIVE,RBC,2024-12-31,2025-02-11,AVAILABLE,FAILED,Shelf-A1,DON_00483
BU-53B123E7,HOSP_A,O_NEGATIVE,RBC,2024-11-20,2025-01-01,AVAILABLE,PENDING,Fridge-2,DON_00294
BU-E543F6DD,HOSP_B,A_POSITIVE,RBC,2024-11-29,2025-01-10,AVAILABLE,PASSED,Shelf-A2,DON_00301
BU-C5A4B886,HOSP_E,B_POSITIVE,PLATELETS,2024-12-29,2025-01-03,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00522
BU-7B3F4A05,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-07,2025-01-11,AVAILABLE,PENDING,Shelf-B1,DON_00031
BU-BEA31914,HOSP_B,B_POSITIVE,PLASMA,2024-07-07,2025-07-07,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00472
BU-700477FC,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-11-28,2025-01-02,QUARANTINED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00377
BU-B421D7BB,HOSP_E,O_NEGATIVE,PLASMA,2024-09-01,2025-09-01,AVAILABLE,PASSED,Shelf-B2,DON_00104
BU-A01D462A,HOSP_C,A_POSITIVE,PLASMA,2024-01-05,2025-01-04,EXPIRED,PASSED,Fridge-3,DON_00626
BU-E4F3D15B,BB_B,A_POSITIVE,PLASMA,2024-09-26,2025-09-26,EXPIRED,PASSED,Shelf-A2,DON_00077
BU-2DFE8F3E,HOSP_B,A_NEGATIVE,RBC,2024-12-15,2025-01-26,AVAILABLE,PASSED,Fridge-1,DON_00309
BU-A8A86C3C,HOSP_D,O_POSITIVE,PLASMA,2024-07-13,2025-07-13,RESERVED,PASSED,Fridge-3,DON_00705
BU-26DA31B5,BB_B,O_POSITIVE,RBC,2024-12-07,2025-01-18,AVAILABLE,FAILED,Shelf-A2,DON_00415
BU-EE3BDB5B,HOSP_E,O_POSITIVE,PLASMA,2024-04-03,2025-04-03,AVAILABLE,REVIEW_REQUIRED,Shelf-C1,DON_00267
BU-F2A2A219,HOSP_C,A_POSITIVE,WHOLE_BLOOD,2024-12-30,2025-02-03,EXPIRED,PENDING,Shelf-C1,DON_00735
BU-6E7364C0,BB_B,B_POSITIVE,WHOLE_BLOOD,2024-12-07,2025-01-11,DISPATCHED,PASSED,Fridge-3,DON_00715
BU-4394C881,HOSP_A,O_POSITIVE,PLASMA,2024-05-11,2025-05-11,DISPATCHED,PASSED,Shelf-B1,DON_00555
BU-F75E95F1,BB_B,A_POSITIVE,PLASMA,2024-05-16,2025-05-16,USED,PENDING,Shelf-A2,DON_00231
BU-2C9478A8,BB_A,O_NEGATIVE,WHOLE_BLOOD,2024-12-18,2025-01-22,RECEIVED,FAILED,Shelf-C1,DON_00585
BU-AE0C336F,HOSP_D,B_NEGATIVE,PLASMA,2024-06-26,2025-06-26,AVAILABLE,PASSED,Shelf-A1,DON_00602
BU-75C50B46,HOSP_A,AB_POSITIVE,RBC,2024-11-24,2025-01-05,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00479
BU-1BC7082C,HOSP_E,AB_POSITIVE,RBC,2024-12-24,2025-02-04,RESERVED,PENDING,Shelf-C1,DON_00567
BU-38AC6457,HOSP_A,AB_NEGATIVE,RBC,2024-11-21,2025-01-02,USED,PASSED,Fridge-3,DON_00487
BU-02576AFA,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-24,2025-01-28,AVAILABLE,PENDING,Shelf-A2,DON_00255
BU-F95012DB,HOSP_A,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Fridge-3,DON_00033
BU-78C2A21F,HOSP_A,A_POSITIVE,PLASMA,2024-07-17,2025-07-17,EXPIRED,PENDING,Shelf-A2,DON_00348
BU-8DF905AC,BB_B,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,USED,PASSED,Fridge-2,DON_00544
BU-786EDA7F,HOSP_D,O_NEGATIVE,PLASMA,2024-04-19,2025-04-19,RESERVED,PASSED,Fridge-3,DON_00025
BU-6C5D3DA0,BB_B,O_POSITIVE,PLASMA,2024-05-07,2025-05-07,AVAILABLE,PASSED,Fridge-1,DON_00485
BU-D6692717,HOSP_C,A_NEGATIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,RESERVED,PASSED,Fridge-3,DON_00738
BU-008DCA8A,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-29,2025-02-02,AVAILABLE,PASSED,Shelf-C1,DON_00339
BU-E3C52E0A,HOSP_C,O_POSITIVE,PLASMA,2024-07-28,2025-07-28,AVAILABLE,PASSED,Shelf-B1,DON_00225
BU-2C57B1EE,BB_B,A_POSITIVE,PLASMA,2024-12-23,2025-12-23,RESERVED,FAILED,Fridge-3,DON_00799
BU-48EF7086,HOSP_D,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,FAILED,Fridge-1,DON_00222
BU-4B1ABFB0,HOSP_E,B_POSITIVE,PLATELETS,2024-12-27,2025-01-01,QUARANTINED,FAILED,Fridge-1,DON_00339
BU-8603D99C,HOSP_C,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,QUARANTINED,REVIEW_REQUIRED,Fridge-3,DON_00632
BU-28B587FD,HOSP_B,O_POSITIVE,RBC,2024-11-23,2025-01-04,DISPATCHED,PENDING,Fridge-1,DON_00488
BU-F73F4C32,HOSP_E,A_POSITIVE,PLASMA,2024-06-12,2025-06-12,AVAILABLE,PENDING,Shelf-C1,DON_00361
BU-3673FC64,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-11-30,2025-01-04,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00232
BU-DBB38137,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-23,2025-01-27,QUARANTINED,FAILED,Shelf-B1,DON_00620
BU-90DB95E9,HOSP_D,O_NEGATIVE,PLASMA,2024-01-08,2025-01-07,AVAILABLE,PASSED,Shelf-B1,DON_00780
BU-D8A4BA90,HOSP_C,B_POSITIVE,PLASMA,2024-05-13,2025-05-13,QUARANTINED,FAILED,Shelf-A2,DON_00646
BU-7F2C02B9,BB_B,AB_POSITIVE,RBC,2024-12-30,2025-02-10,DISPATCHED,PENDING,Shelf-A1,DON_00736
BU-E471A659,HOSP_B,B_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,AVAILABLE,PASSED,Shelf-B2,DON_00077
BU-5807BECB,HOSP_A,B_POSITIVE,RBC,2024-12-30,2025-02-10,AVAILABLE,PASSED,Shelf-A1,DON_00633
BU-DF5DA96F,HOSP_D,B_NEGATIVE,WHOLE_BLOOD,2024-12-08,2025-01-12,USED,PASSED,Shelf-A1,DON_00208
BU-50D8D881,HOSP_D,B_NEGATIVE,PLATELETS,2024-12-29,2025-01-03,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00461
BU-551E6BC6,BB_A,B_NEGATIVE,RBC,2024-12-09,2025-01-20,RESERVED,REVIEW_REQUIRED,Shelf-B2,DON_00733
BU-A77E7CA6,HOSP_A,A_POSITIVE,PLASMA,2024-11-04,2025-11-04,AVAILABLE,PASSED,Fridge-2,DON_00489
BU-61EC3B03,HOSP_D,A_POSITIVE,PLASMA,2024-06-22,2025-06-22,AVAILABLE,PENDING,Fridge-2,DON_00073
BU-C99FEE2F,BB_B,A_POSITIVE,RBC,2024-12-10,2025-01-21,QUARANTINED,REVIEW_REQUIRED,Fridge-1,DON_00353
BU-AB5A0920,HOSP_B,A_NEGATIVE,RBC,2024-12-01,2025-01-12,USED,PENDING,Shelf-A2,DON_00720
BU-B95DFB5B,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-13,2025-01-17,EXPIRED,PENDING,Shelf-A1,DON_00182
BU-779F2374,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-21,2025-01-25,AVAILABLE,PASSED,Shelf-C1,DON_00374
BU-90D9F75B,HOSP_A,O_POSITIVE,PLASMA,2024-09-24,2025-09-24,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00591
BU-CC75074D,BB_A,A_POSITIVE,RBC,2024-12-13,2025-01-24,RECEIVED,PENDING,Fridge-3,DON_00495
BU-59D3FA5F,HOSP_A,A_POSITIVE,PLASMA,2024-11-16,2025-11-16,QUARANTINED,FAILED,Shelf-B2,DON_00700
BU-544D65F9,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-06,2025-01-10,AVAILABLE,FAILED,Shelf-A1,DON_00192
BU-C8D81904,HOSP_C,A_POSITIVE,WHOLE_BLOOD,2024-12-19,2025-01-23,RESERVED,PASSED,Shelf-A1,DON_00523
BU-24575716,BB_B,A_POSITIVE,PLATELETS,2024-12-26,2024-12-31,QUARANTINED,REVIEW_REQUIRED,Shelf-C1,DON_00362
BU-F3256A01,HOSP_B,B_POSITIVE,WHOLE_BLOOD,2024-12-05,2025-01-09,AVAILABLE,PASSED,Fridge-1,DON_00631
BU-08204E79,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,AVAILABLE,PENDING,Fridge-3,DON_00488
BU-52092360,BB_A,A_POSITIVE,PLASMA,2024-05-14,2025-05-14,RESERVED,PASSED,Platelet-Agitator-1,DON_00114
BU-A2FDC138,HOSP_A,O_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00632
BU-C32674EB,HOSP_E,A_POSITIVE,WHOLE_BLOOD,2024-12-01,2025-01-05,RESERVED,PASSED,Fridge-2,DON_00541
BU-133C5264,BB_A,O_POSITIVE,RBC,2024-12-12,2025-01-23,QUARANTINED,FAILED,Shelf-A1,DON_00163
BU-61E91C3C,BB_B,A_NEGATIVE,PLASMA,2024-09-06,2025-09-06,RECEIVED,REVIEW_REQUIRED,Shelf-A1,DON_00335
BU-1FE2F657,HOSP_A,B_NEGATIVE,PLASMA,2024-05-19,2025-05-19,AVAILABLE,FAILED,Platelet-Agitator-1,DON_00605
BU-E9606904,BB_A,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,FAILED,Platelet-Agitator-1,DON_00583
BU-87757963,HOSP_A,A_NEGATIVE,WHOLE_BLOOD,2024-12-28,2025-02-01,RESERVED,REVIEW_REQUIRED,Fridge-1,DON_00681
BU-21CE48BB,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,USED,PASSED,Shelf-B1,DON_00009
BU-FA6D6997,HOSP_C,A_POSITIVE,RBC,2024-12-20,2025-01-31,USED,FAILED,Platelet-Agitator-1,DON_00435
BU-28B92652,HOSP_B,O_POSITIVE,RBC,2024-12-11,2025-01-22,USED,PASSED,Shelf-B1,DON_00232
BU-1DC65F84,HOSP_C,O_POSITIVE,RBC,2024-12-07,2025-01-18,AVAILABLE,PENDING,Platelet-Agitator-1,DON_00460
BU-5CFD8FEC,HOSP_B,B_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Shelf-C1,DON_00774
BU-0D27EEFE,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,USED,PENDING,Shelf-A2,DON_00023
BU-2FC23B51,BB_B,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-B1,DON_00212
BU-49359D47,HOSP_A,B_POSITIVE,PLASMA,2024-10-20,2025-10-20,EXPIRED,PASSED,Fridge-1,DON_00540
BU-4BA0B4D8,HOSP_C,O_POSITIVE,PLASMA,2024-12-21,2025-12-21,RECEIVED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00440
BU-6E957E2A,HOSP_B,A_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,REVIEW_REQUIRED,Shelf-B1,DON_00022
BU-8FCD33A0,BB_B,O_POSITIVE,PLASMA,2024-10-27,2025-10-27,AVAILABLE,PASSED,Fridge-1,DON_00322
BU-F7575A27,HOSP_C,O_POSITIVE,RBC,2024-12-13,2025-01-24,USED,PASSED,Fridge-3,DON_00068
BU-1D4C3DB2,BB_A,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,RESERVED,PASSED,Platelet-Agitator-1,DON_00688
BU-B4885225,HOSP_D,O_POSITIVE,PLASMA,2024-06-20,2025-06-20,RECEIVED,FAILED,Fridge-1,DON_00198
BU-CD615B19,HOSP_B,O_POSITIVE,RBC,2024-12-31,2025-02-11,RESERVED,FAILED,Shelf-A2,DON_00443
BU-A655B2B6,HOSP_C,A_POSITIVE,PLASMA,2024-11-12,2025-11-12,AVAILABLE,PASSED,Shelf-A1,DON_00564
BU-56431BE2,HOSP_A,B_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,AVAILABLE,PENDING,Shelf-A2,DON_00064
BU-E23FDA8F,HOSP_A,O_POSITIVE,RBC,2024-12-31,2025-02-11,AVAILABLE,REVIEW_REQUIRED,Shelf-B2,DON_00550
BU-7F83BC9B,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,DISPATCHED,PENDING,Shelf-B2,DON_00788
BU-792174DF,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,EXPIRED,REVIEW_REQUIRED,Shelf-C1,DON_00661
BU-BE4E8330,BB_A,B_POSITIVE,RBC,2024-11-21,2025-01-02,DISPATCHED,PASSED,Platelet-Agitator-1,DON_00047
BU-D9B011A4,BB_A,A_POSITIVE,RBC,2024-12-20,2025-01-31,AVAILABLE,PASSED,Fridge-2,DON_00376
BU-CB1D4534,HOSP_C,O_POSITIVE,PLASMA,2024-03-27,2025-03-27,RESERVED,PASSED,Fridge-3,DON_00227
BU-9764D9BE,HOSP_A,O_POSITIVE,RBC,2024-12-08,2025-01-19,AVAILABLE,REVIEW_REQUIRED,Fridge-3,DON_00737
BU-128C3D8C,BB_A,A_POSITIVE,PLASMA,2024-05-15,2025-05-15,RESERVED,REVIEW_REQUIRED,Shelf-B1,DON_00649
BU-74F1A8BC,HOSP_E,A_NEGATIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,DISPATCHED,PASSED,Platelet-Agitator-1,DON_00255
BU-D8C533E0,HOSP_D,O_NEGATIVE,RBC,2024-12-08,2025-01-19,QUARANTINED,FAILED,Fridge-1,DON_00540
BU-EC01D0D6,BB_B,B_POSITIVE,RBC,2024-11-22,2025-01-03,AVAILABLE,PASSED,Shelf-A2,DON_00533
BU-B15FD2BC,HOSP_B,B_POSITIVE,PLASMA,2024-06-16,2025-06-16,DISPATCHED,FAILED,Fridge-2,DON_00594
BU-F206811F,HOSP_C,AB_POSITIVE,PLASMA,2024-02-17,2025-02-16,DISPATCHED,PENDING,Fridge-3,DON_00645
BU-D7C64E31,HOSP_C,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PENDING,Shelf-A1,DON_00475
BU-76A7FC65,HOSP_A,A_POSITIVE,PLASMA,2024-08-23,2025-08-23,RECEIVED,PASSED,Shelf-B2,DON_00763
BU-CF55C7A6,HOSP_E,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,REVIEW_REQUIRED,Fridge-3,DON_00698
