date,organization_id,organization_name,organization_type,region,blood_group,component_type,units_used,emergency_units,scheduled_units,hospital_admissions,icu_admissions,emergency_department_visits,scheduled_surgeries,trauma_cases,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_holiday,season,recent_emergency_count_7d,regional_emergency_index,population_served,temperature_c,rainfall_mm,special_event_flag,outbreak_flag,inventory_available_start,inventory_reserved_start,incoming_units,units_expired,units_discarded
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,AB_POSITIVE,RBC,3,1,2,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,11,1,2,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,AB_POSITIVE,PLASMA,2,1,1,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,7,1,1,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,AB_POSITIVE,PLATELETS,0,0,0,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,AB_POSITIVE,WHOLE_BLOOD,1,0,1,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,2,0,0,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,AB_NEGATIVE,RBC,0,0,0,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,AB_NEGATIVE,PLASMA,1,0,1,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,2,0,1,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,AB_NEGATIVE,PLATELETS,0,0,0,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,AB_NEGATIVE,WHOLE_BLOOD,0,0,0,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,O_POSITIVE,RBC,17,8,9,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,76,14,11,2,1
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,O_POSITIVE,PLASMA,8,3,5,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,27,5,5,1,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,O_POSITIVE,PLATELETS,7,3,4,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,20,3,5,1,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,O_POSITIVE,WHOLE_BLOOD,3,1,2,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,9,1,1,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,O_NEGATIVE,RBC,2,1,1,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,9,1,1,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,O_NEGATIVE,PLASMA,2,1,1,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,8,1,1,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,O_NEGATIVE,PLATELETS,1,0,1,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,5,1,1,0,0
2024-11-03,HOSP_A,Metro General Hospital,HOSPITAL,Central,O_NEGATIVE,WHOLE_BLOOD,3,1,2,807,48,55,10,7,6,3,44,11,4,2024,1,0,AUTUMN,618,5.15,850000,35.2,0.0,0,0,12,2,1,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,A_POSITIVE,RBC,5,1,4,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,15,2,3,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,A_POSITIVE,PLASMA,3,1,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,7,1,2,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,A_POSITIVE,PLATELETS,5,1,4,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,19,4,3,1,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,A_POSITIVE,WHOLE_BLOOD,5,1,4,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,18,3,2,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,A_NEGATIVE,RBC,0,0,0,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,A_NEGATIVE,PLASMA,3,1,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,12,2,2,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,A_NEGATIVE,PLATELETS,0,0,0,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,A_NEGATIVE,WHOLE_BLOOD,0,0,0,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,B_POSITIVE,RBC,3,1,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,8,1,1,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,B_POSITIVE,PLASMA,3,1,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,11,1,1,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,B_POSITIVE,PLATELETS,2,0,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,6,1,1,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,B_POSITIVE,WHOLE_BLOOD,0,0,0,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,B_NEGATIVE,RBC,2,0,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,9,1,2,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,B_NEGATIVE,PLASMA,1,0,1,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,4,1,1,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,B_NEGATIVE,PLATELETS,1,0,1,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,3,1,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,B_NEGATIVE,WHOLE_BLOOD,0,0,0,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,AB_POSITIVE,RBC,1,0,1,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,4,1,1,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,AB_POSITIVE,PLASMA,0,0,0,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,AB_POSITIVE,PLATELETS,1,0,1,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,2,0,1,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,AB_POSITIVE,WHOLE_BLOOD,1,0,1,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,3,1,1,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,AB_NEGATIVE,RBC,0,0,0,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,AB_NEGATIVE,PLASMA,1,0,1,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,4,1,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,AB_NEGATIVE,PLATELETS,2,0,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,10,1,2,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,AB_NEGATIVE,WHOLE_BLOOD,0,0,0,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,O_POSITIVE,RBC,9,2,7,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,22,3,6,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,O_POSITIVE,PLASMA,4,1,3,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,18,3,2,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,O_POSITIVE,PLATELETS,7,1,6,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,23,4,3,1,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,O_POSITIVE,WHOLE_BLOOD,3,1,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,14,2,2,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,O_NEGATIVE,RBC,3,1,2,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,10,2,2,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,O_NEGATIVE,PLASMA,1,0,1,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,5,1,0,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,O_NEGATIVE,PLATELETS,4,1,3,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,15,3,3,0,0
2024-11-03,HOSP_B,City Care Hospital,HOSPITAL,North,O_NEGATIVE,WHOLE_BLOOD,1,0,1,511,36,30,8,1,6,3,44,11,4,2024,1,0,AUTUMN,383,4.79,550000,35.2,0.0,0,0,2,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,A_POSITIVE,RBC,6,2,4,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,18,2,3,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,A_POSITIVE,PLASMA,4,2,2,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,15,1,2,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,A_POSITIVE,PLATELETS,1,0,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,6,1,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,A_POSITIVE,WHOLE_BLOOD,2,1,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,7,1,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,A_NEGATIVE,RBC,1,0,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,4,1,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,A_NEGATIVE,PLASMA,1,0,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,A_NEGATIVE,PLATELETS,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,A_NEGATIVE,WHOLE_BLOOD,4,2,2,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,17,3,2,1,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,B_POSITIVE,RBC,2,1,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,12,2,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,B_POSITIVE,PLASMA,1,0,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,4,1,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,B_POSITIVE,PLATELETS,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,B_POSITIVE,WHOLE_BLOOD,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,B_NEGATIVE,RBC,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,2,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,B_NEGATIVE,PLASMA,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,B_NEGATIVE,PLATELETS,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,B_NEGATIVE,WHOLE_BLOOD,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,AB_POSITIVE,RBC,2,1,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,9,1,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,AB_POSITIVE,PLASMA,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,AB_POSITIVE,PLATELETS,2,1,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,8,1,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,AB_POSITIVE,WHOLE_BLOOD,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,AB_NEGATIVE,RBC,1,0,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,5,1,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,AB_NEGATIVE,PLASMA,1,0,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,3,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,AB_NEGATIVE,PLATELETS,2,1,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,7,1,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,AB_NEGATIVE,WHOLE_BLOOD,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,O_POSITIVE,RBC,9,3,6,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,33,4,4,1,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,O_POSITIVE,PLASMA,3,1,2,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,14,2,2,1,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,O_POSITIVE,PLATELETS,3,1,2,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,15,3,2,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,O_POSITIVE,WHOLE_BLOOD,4,2,2,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,14,3,2,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,O_NEGATIVE,RBC,2,1,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,7,1,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,O_NEGATIVE,PLASMA,2,1,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,7,1,1,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,O_NEGATIVE,PLATELETS,0,0,0,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,2,0,0,0,0
2024-11-03,HOSP_C,Sunrise Medical Center,HOSPITAL,East,O_NEGATIVE,WHOLE_BLOOD,1,0,1,367,28,33,5,4,6,3,44,11,4,2024,1,0,AUTUMN,322,5.37,420000,35.2,0.0,0,0,3,1,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,A_POSITIVE,RBC,5,1,4,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,18,2,4,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,A_POSITIVE,PLASMA,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,3,0,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,A_POSITIVE,PLATELETS,2,1,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,10,2,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,A_POSITIVE,WHOLE_BLOOD,2,1,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,4,1,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,A_NEGATIVE,RBC,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,A_NEGATIVE,PLASMA,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,A_NEGATIVE,PLATELETS,2,1,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,10,2,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,A_NEGATIVE,WHOLE_BLOOD,3,1,2,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,12,2,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,B_POSITIVE,RBC,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,3,1,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,B_POSITIVE,PLASMA,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,5,1,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,B_POSITIVE,PLATELETS,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,4,0,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,B_POSITIVE,WHOLE_BLOOD,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,1,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,B_NEGATIVE,RBC,2,1,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,7,0,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,B_NEGATIVE,PLASMA,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,7,1,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,B_NEGATIVE,PLATELETS,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,2,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,B_NEGATIVE,WHOLE_BLOOD,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,AB_POSITIVE,RBC,2,1,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,6,1,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,AB_POSITIVE,PLASMA,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,AB_POSITIVE,PLATELETS,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,AB_POSITIVE,WHOLE_BLOOD,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,7,1,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,AB_NEGATIVE,RBC,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,2,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,AB_NEGATIVE,PLASMA,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,0,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,AB_NEGATIVE,PLATELETS,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,2,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,AB_NEGATIVE,WHOLE_BLOOD,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,5,1,1,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,O_POSITIVE,RBC,4,1,3,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,19,4,2,1,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,O_POSITIVE,PLASMA,5,2,3,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,19,3,2,1,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,O_POSITIVE,PLATELETS,4,1,3,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,10,1,3,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,O_POSITIVE,WHOLE_BLOOD,4,1,3,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,10,1,2,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,O_NEGATIVE,RBC,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,3,0,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,O_NEGATIVE,PLASMA,1,0,1,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,5,1,0,0,0
2024-11-03,HOSP_D,Heritage Multispecialty Hospital,HOSPITAL,South,O_NEGATIVE,PLATELETS,0,0,0,335,21,20,6,3,6,3,44,11,4,2024,1,0,AUTUMN,243,4.86,380000,35.2,0.0,0,0,2,0,0,0,0
